Genus	Species	Local_Label	decimalLongitude	decimalLatitude	Refs
Apoecilus	Apoecilus cynicus	USA: New Jersey, Bergen	-74.04000	40.88000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Jersey, Morris	-74.48000	40.79000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Jersey, Ocean	-74.19000	39.95000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Jersey, Ship Bottom	-74.18000	39.64000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Jersey, Union	-74.02000	40.77000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Jersey, Ramapo	-74.25000	41.03000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New Mexico, Lincoln	-105.45000	33.74000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Cattaraugus	-78.67000	42.24000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Gowanda	-78.93000	42.46000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Columbia	-73.63000	42.25000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, New Baltimore	-73.78000	42.44000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Malone	-74.29000	44.84000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Erie	-78.87000	42.88000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Lancaster	-78.67000	42.90000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Jefferson	-76.05000	43.99000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Ontario	-77.29000	42.85000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Orange	-74.30000	41.40000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Putnam	-73.74000	41.42000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Queens	-73.83000	40.68000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Sullivan	-74.76000	41.71000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Wayne	-76.97000	43.06000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: North Carolina, Valley of Black 	-81.70000	35.57000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Delaware	-83.06000	40.29000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Hancock	-83.66000	41.00000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Hardin	-83.65000	40.66000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Mercer	-84.62000	40.54000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Paulding	-84.58000	41.11000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Scioto	-82.99000	38.80000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Ohio, Vinton	-82.48000	39.25000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Oklahoma, Bryan	-96.25000	33.96000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Oklahoma, CLEV	-97.32000	35.20000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Oklahoma, Garvin	-97.30000	34.70000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Oklahoma, Payne	-96.97000	36.07000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Oklahoma, Seminole	-96.61000	35.16000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Pennsylvania, Allegheny	-79.98000	40.46000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Pennsylvania, Bedford	-78.49000	40.00000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Pennsylvania, Washington	-80.24000	40.17000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Pennsylvania, Penn	-79.64000	40.32000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: South Carolina, Greenville	-82.39000	34.85000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: South Dakota, Brookings	-96.79000	44.36000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Tennessee, Stewart	-87.83000	36.50000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Texas, Brazos	-96.30000	30.66000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Texas, Dallas	-96.80000	32.78000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Texas, Gillespie	-98.94000	30.31000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Texas, Mills	-98.59000	31.49000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Texas, San Saba	-98.81000	31.15000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: West Virginia, Pocahontas	-80.00000	38.33000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Bayfield	-91.18000	46.63000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Clark	-90.61000	44.73000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Dane	-89.41000	43.06000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Polk	-92.44000	45.46000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Shawano	-88.76000	44.78000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Waupaca	-88.96000	44.47000	Phillips 1983
Apoecilus	Apoecilus cynicus	USA: New York, Bear Mountain	-74.00700	41.31350	AMNH
Apoecilus	Apoecilus cynicus	USA: New York, Suffolk County, Long Beach. 	-73.66040	40.58860	AMNH
Apoecilus	Apoecilus cynicus	USA: Nebraska, Brown County, Long Pine.	-99.69000	42.53000	AMNH
Apoecilus	Apoecilus cynicus	USA: Minnesota, Ramsey County. 	-93.06000	44.99000	UMSP
Apoecilus	Apoecilus cynicus	USA: Wisconsin, Milwaukee County. 	-87.90000	43.03000	MCPM
Apoecilus	Apoecilus cynicus	USA: Louisiana, St. Landry Parish, Thistlethwaite State Wildlife Management Area.	-91.99000	30.66000	DARC
Apoecilus	Apoecilus cynicus	USA: Pennsylvania, Wilmerding.	-79.81000	40.39000	CLEV
Apoecilus	Apoecilus cynicus	USA: Illinois, Mercer County, Keithsburg. 	-90.94000	41.09000	INHS
Apoecilus	Apoecilus cynicus	USA: Michigan, Muskegon County, Owasippe Scout Reservation, near Whitehall. On oak-tree. 	-86.34000	43.41000	INHS
Apoecilus	Apoecilus cynicus	USA: New Jersey, Ocean County, Long Beach Island. (Holgate Unik. Of B.N.W.R.) 	-73.13000	40.78000	INHS
Apoecilus	Apoecilus cynicus	USA: Virginia, Dickenson County, Breaks Interstate Park.	-82.29000	37.28000	VMNH
Apoecilus	Apoecilus cynicus	USA: Virginia, Craig County, Wildlife Road. (FS 224)	-80.10000	37.42000	VMNH
Apoecilus	Apoecilus cynicus	USA: Virginia, Bedford County, Blue Ridge Mountains, Peaks of Otter. (Shop top Peaks of Otter)	-79.60000	37.43000	VMNH
Apoecilus	Apoecilus cynicus	USA: Virginia, Augusta County, Maple Flats Pond. (Maple Flats Oak Pond) 	-78.99000	37.97000	VMNH
Apoecilus	Apoecilus cynicus	USA: Texas, Brazos County, College Station. 	-96.33000	30.62000	FSCA
Apoecilus	Apoecilus cynicus	USA: Texas, Hardin County, Big Thicket National Preserve. 	-94.34000	30.53000	FSCA
Apoecilus	Apoecilus invarius	MEXICO: Oaxaca	-96.50000	17.00000	Ortega León 1997
Apoecilus	Apoecilus invarius	MEXICO: Chihuahua, San Juanito	-107.60000	27.97000	Ortega León 1997
Arma	Arma custos	CHINA: Beijing	116.39000	39.90000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Gansu	102.75000	37.75000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Guizhou	107.00000	27.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Hebei	115.66000	39.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Hubei	112.25000	31.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Hunan	111.75000	27.66000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Jiangsu	119.83000	33.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Jiangxi	115.66000	27.66000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Jilin	126.16000	43.58000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Liaoning	122.66000	41.25000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Nei Monggol	114.75000	43.50000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Shaanxi	109.00000	36.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Shandong	118.25000	36.33000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Shanxi	112.25000	37.66000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Sichuan	102.66000	30.50000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Xinjiang	85.50000	41.50000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Zhejiang	120.00000	29.16000	Rider & Zheng 2002
Arma	Arma custos	RUSSIA: Tyumen Oblast, Vinogradovka	70.39000	56.87000	Gapon & Konstantinov 2006
Arma	Arma custos	AZERBAIJAN: Geok Tapa	48.80000	39.16000	Kerzhner 2005
Arma	Arma custos	TURKEY: Manisa	27.41000	38.63000	Lodos & Onder 1983
Arma	Arma custos	TURKEY: Luleburgaz	27.35000	41.40000	Lodos & Onder 1983
Arma	Arma custos	TURKEY: Unie	37.28000	41.13000	Lodos & Onder 1983
Arma	Arma custos	IRAN: Guilan, Nazok Sara	49.93000	37.32000	Mohaghegh 2008
Arma	Arma custos	IRAN: Gilan, Lasht-e Nesha	49.86000	37.36000	Mohaghegh 2008
Arma	Arma custos	SPAIN: Cataluña, Barcelona	2.15000	41.38000	Tanco 2018
Arma	Arma custos	SPAIN: Madrid, Madrid	-3.70000	40.41000	Tanco 2018
Arma	Arma custos	SPAIN: Andalucia	-4.50000	37.50000	Tanco 2018
Arma	Arma custos	SPAIN: Cantabria	-4.03000	43.20000	Tanco 2018
Arma	Arma custos	SPAIN: Castilla y Leon	-4.25000	41.66000	Tanco 2018
Arma	Arma custos	SPAIN: Gerona	2.82000	41.98000	Tanco 2018
Arma	Arma custos	SPAIN: Tarragona	1.25000	41.11000	Tanco 2018
Arma	Arma custos	SPAIN: Extremadura	-6.16000	39.16000	Tanco 2018
Arma	Arma custos	SPAIN: Galicia, Lugo	-7.50000	43.00000	Tanco 2018
Arma	Arma custos	SPAIN: Orense	-7.50000	42.16000	Tanco 2018
Arma	Arma custos	SPAIN: Principado de Asturias	-6.00000	43.33000	Tanco 2018
Arma	Arma custos	PORTUGAL: Coimbra	-8.30000	40.19000	Tanco 2018
Arma	Arma custos	PORTUGAL: Guarda	-7.21000	40.64000	Tanco 2018
Arma	Arma custos	PORTUGAL: Leiria	-8.80000	39.74000	Tanco 2018
Arma	Arma custos	PORTUGAL: Porto	-8.32000	41.22000	Tanco 2018
Arma	Arma custos	PORTUGAL: Vila Real	-7.59000	41.54000	Tanco 2018
Arma	Arma custos	PORTUGAL: Viseu	-7.79000	40.82000	Tanco 2018
Arma	Arma custos	RUSSIA: Krasnodar	38.97000	45.04000	Shestakov 2008
Arma	Arma custos	CHINA: Hebei, Langfang	116.69000	39.50000	Pan et al. 2019
Arma	Arma custos	CHINA: Xinjiang, Shuimogou	87.64000	43.84000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Shandong, Zhengwang	118.60000	35.17000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Yunnan, Lijiang	100.22000	26.86000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Shanxi, Luya Shan	111.75000	37.66000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Tianjin	117.17000	39.14000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Liaoning, Qianshan	122.95000	41.06000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Zhejiang, Baxian Jian	119.62000	28.86000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Tianmu Shan	119.61000	30.49000	Zhao et al. 2018a
Arma	Arma custos	CHINA: Jilin, Songyuan	124.82000	42.12000	Zhang et al. 2014
Arma	Arma custos	CHINA: Heilongjiang	128.00000	47.75000	Rider & Zheng 2002
Arma	Arma custos	CHINA: Beijing. 1932-VII. G.Liu. (Peiping, Hopei, China)	116.40000	39.90000	AMNH
Arma	Arma custos	RUSSIA: Distrito Federal Oriental, Krai do Litoral prov., Vladivostok (RUSSIA: Sedanka, Vladivostok)	132.00000	43.17000	NHRS
Arma	Arma custos	RUSSIA: Siberia, Irkutsk Oblast, Irkutsk.	104.30000	52.28000	NHRS
Arma	Arma custos	HUNGARY: Det. Charles Sejo. Budapest	19.13030	47.48120	UMSP
Arma	Arma custos	SWITZERLAND: Canton of Vaud, Saint-Prex. Coll. A. Forel.	6.45000	46.48000	MZLS
Arma	Arma custos	SWITZERLAND: Canton of Valais. (Suisse-Valais) Coll. N. Cerutti.	7.54000	46.19000	MZLS
Arma	Arma custos	SWITZERLAND: Canton of Valais, Sion. (Suisse-Valais Siou 13 V 47) J. Aubert	7.36000	46.23000	MZLS
Arma	Arma custos	SLOVAKIA: leg Korvát	19.69000	48.66000	NMPC
Arma	Arma custos	CZECH REPUBLIC: Bohemia, Prague, Praha-Suchdol	14.37000	50.13000	DARC
Arma	Arma custos	GERMANY: Dübener Heide Nature Park, Zadlitzbruch	12.58000	51.69000	EMG
Arma	Arma custos	GERMANY: Renânia-Palatinado, Brodenbach	7.44000	50.22000	ZFMK
Arma	Arma custos	GERMANY: Renânia do Norte-Vestfália, Bonn, Duisdorf	7.09000	50.71000	ZFMK
Arma	Arma custos	GERMANY: Baixa Saxônia, Hanôver, Kakenstorr	9.72000	52.37000	ZFMK
Arma	Arma custos	GERMANY: Bade-Vurtemberga, Heidelberg	8.67000	49.40000	ZFMK
Arma	Arma custos	GERMANY: Thüringen, Nahetal-Waldau	10.79000	50.51000	ZFMK
Arma	Arma custos	GERMANY: Saxônia, Venusberg	13.01000	50.69000	ZFMK
Arma	Arma custos	GERMANY: Turgóvia, Bodensee, Jordans Mettnau	8.99000	47.72000	ZFMK
Arma	Arma custos	POLÔNIA: Czarnków, 1908	16.56000	52.90000	ZFMK
Arma	Arma custos	GERMANY: Renânia do Norte-Vestfália, Schavener Heide Park, Eifel	6.68000	50.61000	ZFMK
Arma	Arma custos	FRANCE: 13 B. du Rhône Ste Maries-de-la-Mer	4.42000	43.45000	RBINS
Arma	Arma custos	FRANCE: 07 Ardèche, Bourg-St. Andeol	4.62000	44.37000	RBINS
Arma	Arma custos	FRANCE: 49 Maine-et-Loire	-0.49000	47.38000	RBINS
Arma	Arma custos	FRANCE: 79 Deux- Sèvres, Niort	-0.45000	46.32000	RBINS
Arma	Arma custos	CHINA: Kouy-Tchéoum P.P. Cavalerie.	106.83330	26.83330	MNHN
Arma	Arma ferruginea	CHINA: Guizhou	107.00000	27.00000	Rider & Zheng 2002
Arma	Arma ferruginea	CHINA: Hubei	112.25000	31.00000	Rider & Zheng 2002
Arma	Arma ferruginea	CHINA: Sichuan	102.66000	30.50000	Rider & Zheng 2002
Arma	Arma ferruginea	CHINA: Xizang	88.00000	31.66000	Rider & Zheng 2002
Arma	Arma ferruginea	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Arma	Arma insperata	TURKEY: Bilecik, Pazaryeri Ilçesi	29.92000	40.04000	Lodos & Onder 1983
Arma	Arma insperata	TURKEY: Odemis	27.96000	38.22000	Lodos & Onder 1983
Arma	Arma insperata	TURKEY: Zonguldak	31.79000	41.45000	Lodos & Onder 1983
Arma	Arma koreana	NORTH KOREA: Pyongyang	125.75000	39.03000	Jung et al. 2015
Arma	Arma koreana	NORTH KOREA: Kumgang-gun	128.03000	38.59000	Jung et al. 2015
Arma	Arma koreana	NORTH KOREA: Kaesong	126.55000	37.97000	Jung et al. 2015
Arma	Arma koreana	NORTH KOREA: Kijong-dong	126.63000	37.93000	Jung et al. 2015
Arma	Arma koreana	CHINA:  Guizhou	107.00000	27.00000	Rider & Zheng 2002
Arma	Arma koreana	CHINA: Liaoning	122.66000	41.25000	Rider & Zheng 2002
Arma	Arma koreana	NORTH KOREA: Tesong-son, Phjongjang	125.77000	39.04000	EMG
Arma	Arma maculata	CHINA: Sichuan	102.66000	30.50000	Rider & Zheng 2002
Arma	Arma maculata	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Arma	Arma tubercula	CHINA: Hubei	112.25000	31.00000	Rider & Zheng 2002
Arma	Arma tubercula	CHINA: Sichuan	102.66000	30.50000	Rider & Zheng 2002
Arma	Arma tubercula	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Arma	Arma velata	INDIA	79.00000	22.00000	Thomas 1994
Australojalla	Australojalla versicolor	AUSTRALIA: Queensland, Kuranda 	145.63	-16.81	Roell et al 2023
Blachia	Blachia ducalis	INDIA: Khasi, Nongstoin	91.26000	25.51000	Azim 2011
Blachia	Blachia ducalis	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Blachia	Blachia ducalis	INDONESIA:Arjuno, Java, Malay Archipelago, W. Doherty 1903	112.59000	-7.72000	NHMUK
Blachia	Blachia ducalis	INDIA: Sikkim	88.50000	27.75000	Roell et al 2023
Blachia	Blachia ducalis	INDIA: Nagaland	94.50000	26.08333	Pal et al 2023
Brontocoris	Brontocoris nigrolimbatus	CHILE: Osorno	-73.13000	-40.57000	Dellape et al 2003
Brontocoris	Brontocoris nigrolimbatus	PARAGUAY, Vila Rica	-56.45000	-25.77000	UFRG
Brontocoris	Brontocoris tabidus	ARGENTINA:  Buenos Aires, Flores	-58.46000	-34.62000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Buenos Aires, Palermo	-58.42000	-34.57000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Chubut, Trelew	-65.30000	-43.24000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Mendoza, Luján de Cuyo	-69.33000	-33.00000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Misiones, El Dorado	-54.58000	-26.40000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Santiago del Estero	-64.26000	-27.79000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	PARAGUAY:  San Pedro, Rosario	-57.07000	-24.56000	Dellape et al 2003
Brontocoris	Brontocoris tabidus	ARGENTINA:  Misiones, Iguazú National Park	-54.24000	-25.70000	Melo et al 2017
Brontocoris	Brontocoris tabidus	BRAZIL: Minas Gerais, Montes Claros	-43.85000	-16.72000	Jusselino-Filho et al 2003
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, São Sepé	-53.60000	-30.15000	Magistralli et al 2014
Brontocoris	Brontocoris tabidus	ARGENTINA:  Misiones, Garuhape-Mi	-54.88000	-26.85000	McKay et al 2019
Brontocoris	Brontocoris tabidus	ARGENTINA:  Misiones, Oberá	-55.08000	-27.55000	McKay et al 2019
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Porto Alegre	-51.21000	-30.03000	McKay et al 2019
Brontocoris	Brontocoris tabidus	BRAZIL: Minas Gerais, Diamantina	-43.60000	-17.97000	Menezes et al 2013
Brontocoris	Brontocoris tabidus	BRAZIL: Minas Gerais, Caoté	-43.65000	-19.87000	Zanuncio et al 2009
Brontocoris	Brontocoris tabidus	BRAZIL: Minas Gerais, João Pinheiro	-46.17000	-17.74000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Santa Catarina, Chapecó, Estação Experimental de Chapecó (EMPASC)	-52.61000	-27.10000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Ceará, Pacajus, Campo Experimental de Pacajus - EMBRAPA-CNPCa	-38.50000	-4.18000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Santa Maria	-53.81000	-29.68000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Ceará, Fortaleza. 1991-IV-04. A.E. Rolim. Predador de larvas de C. cruralis - cajueiro.	-38.52000	-3.73000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: São Paulo, Itatinga	-48.61000	-23.10000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, General Camará	-51.76000	-29.90000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Pelotas	-52.33000	-31.76000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: São Paulo, Itararé, Instituto Florestal Estação Experimental de Itararé. Alt. 1140m - long 45920'W	-49.33000	-24.11000	UFRG
Brontocoris	Brontocoris tabidus	ARGENTINA:  Corrientes prov., Santo Tomé	-56.04000	-28.55000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Distrito Federal, Taguatinga. (Eucaliptal Proflora III)	-48.06000	-15.81000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Barra do Quaraí.	-57.55000	-30.20000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Rio Pardo	-52.37000	-29.98000	UFRG
Brontocoris	Brontocoris tabidus	URUGUAy: Montevideo dept., Montevideo.	-56.16000	-34.90000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, São Jerônimo	-51.72000	-29.96000	UFRG
Brontocoris	Brontocoris tabidus	ARGENTINA:  Salta dept., Salta. (Argentina Oraro Salta)	-65.42000	-24.78000	UFRG
Brontocoris	Brontocoris tabidus	BRAZIL: Rio Grande do Sul, Catuípe.	-54.01000	-28.25000	UFRG
Brontocoris	Brontocoris tabidus	ARGENTINA:  Buenos Aires, Punta Lara	-57.97000	-34.83000	EMG
Brontocoris	Brontocoris tabidus	PARAGUAY: Assunción	-57.57780	-25.26627	SDEI
Bulbostethus	Bulbostethus chrysopterus	MICRONESIA: Mariana Is	145.75590	15.18560	Ruckes 1963
Bulbostethus	Bulbostethus chrysopterus	MICRONESIA: Guam	144.79340	13.44743	Ruckes 1963
Bulbostethus	Bulbostethus chrysopterus	MICRONESIA: Rota	144.77000	13.45000	Ruckes 1963
Bulbostethus	Bulbostethus chrysopterus	MICRONESIA: Saipan	145.75050	15.18350	Ruckes 1963
Bulbostethus	Bulbostethus chrysopterus	MICRONESIA: Tinian	145.63000	15.00000	Ruckes 1963
Bulbostethus	Bulbostethus transversalis	MICRONESIA: Tinian	145.63000	15.00000	Thomas 1994
Bulbostethus	Bulbostethus transversalis	MICRONESIA: Mariana Is	145.75590	15.18560	Thomas 1994
Bulbostethus	Bulbostethus transversalis	MICRONESIA: Saipan	145.75050	15.18350	Thomas 1994
Canthecona	Canthecona discolor	CAMEROON: Eséka	10.76000	3.65000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	DEMOCRATIC REPUBLIC OF THE CONGO: Massif du Chaillu	11.16000	-2.53000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	IVORY COAST: Danané, Cavally	-7.92000	6.56000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	IVORY COAST: Haut-Sassandra, between Zoanlé and Sanrou	-6.50000	6.66000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	GUINEA: N'Zébéla	-9.10000	8.08000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	GUINEA: mont Simandou	-9.16000	9.16000	Maldès & Pluot-Sigwalt 2004
Canthecona	Canthecona discolor	ANGOLA: Zaire	13.51000	-6.58000	Thomas 1994
Canthecona	Canthecona discolor	CAMEROON: Sardi nr., Deng Deng	13.52000	5.18000	NHMUK
Canthecona	Canthecona discolor	CAMEROON: Batouri District, alt. 750m	14.36000	4.43000	NHMUK
Canthecona	Canthecona discolor	UGANDA: Daro or Durro Forest, Toro 4.000-4.500m	30.31410	0.38260	NHMUK
Canthecona	Canthecona discolor	CONGO: Bambesa	25.69000	3.44000	RBINS
Canthecona	Canthecona discolor	CONGO: Mwena-Kapanga	22.79000	-7.72000	RMCA
Cantheconesia	Cantheconesia cyanacantha	FIJI: Central, Naitasiri	178.07	-17.71000	Brugnera et al 2024
Cantheconesia	Cantheconesia cyanacantha	FIJI: Western, Nadroga / Navosa	177.69	-18.20000	Brugnera et al 2024
Cantheconesia	Cantheconesia cyanacantha	VANUATU: Lowanatom	169.24	-19.50000	Brugnera et al 2024
Cantheconesia	Cantheconesia cyanacantha	SAMOA	-172.25330	-13.63290	Thomas 1994
Cantheconidea	Cantheconidea humeralis	CHINA: Guangxi	109.00000	24.00000	Rider & Zheng 2002
Cantheconidea	Cantheconidea humeralis	CHINA: Yunnan	101.50000	25.00000	Rider & Zheng 2002
Cantheconidea	Cantheconidea humeralis	MYANMAR: Tenasserim	99.00000	13.00000	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	LAOS: Nam Ngun, Haut Mékong	102.54	18.52	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	CHINA: Guangxi, Chongzuo	107.01	22.44	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	CHINA: Yannan, Pu’er	101.87	22.57	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	CHINA: Yannan, Xishuangbanna Dai	101.28	21.92	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	CHINA: Yannan, Xishuangbanna Dai	101.16	21.97	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	THAILAND: Chiang Mai, Chiang Dao	98.84	19.38	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	THAILAND: Phetchabun, Khao Kho	100.89	16.57	Brugnera et al 2024
Cantheconidea	Cantheconidea humeralis	THAILAND: Phetchaburi, Kaeng Krachan	99.44	12.80	Brugnera et al 2024
