genus,Species,Local_Label,decimalLongitude,decimalLatitude,Refs,country,continent,realm,country_level_record
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Oaxaca, Mitla",-96.33,16.93,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Oaxaca, Portillo del Rayo",-96.51,15.98,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Oaxaca, San Mateo Yetla",-96.4,17.75,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Oaxaca, Tuxtepec",-96.08,18.04,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Puebla, Atlixco",-98.43,18.9,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Puebla, Coxcatlan",-97.13,18.27,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Puebla, San Juan Raya",-97.61,18.31,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Puebla, Tchuacan",-97.39,18.46,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,MEXICO: San Luis Potosi,-100.97,22.14,Ortega León 1997,México,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Tabasco, Cardenas",-93.37,18,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Tamaulipas, Ciudad Victoria",-99.14,23.74,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,MEXICO: Veracruz,-96.66,19.33,Gapon & Konstantinov 2006,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Barranca de Metlac",-96.98,18.83,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Jamapa",-96.24,19.04,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Los Tuxtlas",-95,18.47,Brailovsky and Mayorga 1994,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Ocotal",-98.31,20.6,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, San Andres Tuxtla",-95.21,18.44,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Texolo",-96.84,19.37,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"MEXICO: Veracruz, Xico",-97,19.42,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,MEXICO: Zongolica,-96.99,18.66,Ortega León 1997,México,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"NICARAGUA: Matagalpa Dept., Matagalpa. ",-85.81,12.92,NMPC,Nicaragua,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Alabama, Mobile County, Chunchula",-88.2,30.92,MCPM,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Alachua County, Gainesville.",-82.32,29.65,FSCA,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Alachua County, Newberry. ",-82.6,29.64,SIM,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Boward County, Fort Lauderdale. ",-80.13,26.12,FSCA,United States,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Miami-Dade County, Miami.",-80.22,25.78,SIM,United States,North America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Okeechobee County, Okeechobee.",-80.82,27.24,AMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Orange County, Gotha. ",-81.52,28.52,MCPM,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Pinellas County, Dunedin.",-82.77,28.01,UMSP,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Seminole County, Oviedo.",-81.2,28.66,FSCA,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Seminole County, Sanford. ",-81.26,28.8,UMSP,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Florida, Volusia County, Daytona Beach.",-81.02,29.21,FSCA,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Missouri, Mississippi Lowlands",-92.43,34.9,Sites et al 2012,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Missouri, Ozark",-92.44,36.64,Sites et al 2012,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Texas, Orange County, Orange",-97.73,30.09,SIM,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Buckingham County.",-78.56,37.5,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Hampton.",-76.34,37.02,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Henry County, Martinsville. ",-79.87,36.69,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Isle of Wight County, fossil site near Benns Church.",-76.58,36.93,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, James City County, Colonial Williamsburg. ",-76.69,37.27,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Northampton County, Cape Charles, Kiptopeke State Park. ",-75.98,37.17,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"USA: Virginia, Richmond",-77.43,37.54,VMNH,United States,North America,Nearctic,No
Euthyrhynchus,Euthyrhynchus floridanus,"VENEZUELA:  Aragua, Henri Pittier National Park.",-67.61,10.38,UFRG,Venezuela,South America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"VENEZUELA:  Maracay, Akacua, col da texera",-67.6054,10.2671,UFRG,Venezuela,South America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"VENEZUELA:  Maracay, Rancho Grande",-67.68,10.34,EMG,Venezuela,South America,Neotropic,No
Euthyrhynchus,Euthyrhynchus floridanus,"VENEZUELA:  Mérida, Timotes.",-70.74,8.98,UFRG,Venezuela,South America,Neotropic,No
Friarius,Friarius alluaudi,"MADAGASCAR: Alaotra Mangoro, Perinet",48.41,-18.93,Gapon & Konstantinov 2006,Madagascar,Africa,Afrotropic,No
Friarius,Friarius alluaudi,MADAGASCAR: Ambatovesitra Andranomalaza,47.72,-18.53,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Friarius,Friarius alluaudi,"MADAGASCAR: Analamanga, Mandraka",47.92,-18.91,Gapon & Konstantinov 2006,Madagascar,Africa,Afrotropic,No
Friarius,Friarius alluaudi,MADAGASCAR: Andringita Est. Anjavidilava,45.08,-23.2,MNHN,Madagascar,Africa,Afrotropic,No
Friarius,Friarius alluaudi,"MADAGASCAR: Foret Tanala, Ikongo",47.43,-21.88,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus abdominalis,"MADAGASCAR: Antananarivo, Tsimbazaza",47.51,-18.91,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus abdominalis,MADAGASCAR: Manjakatompo,47.43,-19.33,"Cachan, 1952",Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus abdominalis,MADAGASCAR: Rogez,48.61,-18.8,Cachan 1952,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,"CAMEROON: Baigom, Bamoun",10.08,4.88,Maldès & Pluot-Sigwalt 2004,Cameroon,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,CAMEROON: Foumbot,10.63,5.5,Maldès & Pluot-Sigwalt 2004,Cameroon,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,CENTRAL AFRICAN REPUBLIC: Bangui,18.55,4.36,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,CENTRAL AFRICAN REPUBLIC: Boukoko,17.91,3.9,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,CENTRAL AFRICAN REPUBLIC: Maboké,17.84,3.83,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,DEMOCRATIC REPUBLIC OF THE CONGO: Brazzaville,15.28,-4.26,Maldès & Pluot-Sigwalt 2004,Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,DEMOCRATIC REPUBLIC OF THE CONGO: Medje,27.3,2.38,AMNH,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,GABON: Bélinga,13.19,1.08,Maldès & Pluot-Sigwalt 2004,Gabon,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,"GUINEA: Mont Nimba, 1600 ft",-8.41,7.61,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,GUINEA: mont Simandou,-9.16,9.16,Maldès & Pluot-Sigwalt 2004,Guinea,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,IVORY COAST: Lamto,-5.03,6.22,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,MOZAMBIQUE: Nhamapasa,34.97,-17.37,Maldès & Pluot-Sigwalt 2004,Mozambique,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,TANZANIA: Kilimanjaro ,37.35,-3.07,Maldès & Pluot-Sigwalt 2004,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,"TANZANIA: Kilimanjaro, Kibonoto.",37.8,-4.13,NHRS,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus bouvieri,"TANZANIA: Tanga Region, Usambara Mountains, Mombo.",38.29,-4.89,NHRS,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus carinulatus,ANGOLA: Zaire,13.51,-6.58,Thomas 1994,Angola,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,BOTSWANA: Gaborone,25.9,-24.65,Maldès & Pluot-Sigwalt 2004,Botswana,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"DEMOCRATIC REPUBLIC OF THE CONGO: Katanga Province, 38km west of Llusinfa, Upemba National Park. ",26.75,-9,DARC,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,DEMOCRATIC REPUBLIC OF THE CONGO: Katanga: Kando,24.2742,-6.2599,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,DEMOCRATIC REPUBLIC OF THE CONGO: Lulua: Kananga,22.43,-7.96,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,KENYA: Nairobi,36.81,-1.28,Maldès & Pluot-Sigwalt 2004,Kenya,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"KENYA: Taita, Bura",38.28,-3.46,Maldès & Pluot-Sigwalt 2004,Kenya,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,MALAWI: Lake Nyasa,34.5,-12,Maldès & Pluot-Sigwalt 2004,Mozambique,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,MOZAMBIQUE: Nhamapasa,34.97,-17.37,Maldès & Pluot-Sigwalt 2004,Mozambique,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,SOUTH AFRICA: East London,27.91,-33.01,Maldès & Pluot-Sigwalt 2004,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,SOUTH AFRICA: Linokana,25.87,-25.45,Maldès & Pluot-Sigwalt 2004,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,SOUTH AFRICA: Makapan,28.61,-23.17,Maldès & Pluot-Sigwalt 2004,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"SOUTH AFRICA: North West Prov., Bojanala District, Rustenburg.",27.25,-25.65,AMNH,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,SOUTH AFRICA: Pretoria ,28.24,-25.73,Maldès & Pluot-Sigwalt 2004,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"SOUTH AFRICA: Province of the Western Cape, Cape of Good Hope",18.42,-34.27,NHRS,South Africa,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"TANZANIA: Kilimanjaro, Kibonoto.",37.8,-4.13,NHRS,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,TANZANIA: Mpala,34.85,-9.4,Maldès & Pluot-Sigwalt 2004,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,ZAMBIA: Lealui,23,-15.19,Maldès & Pluot-Sigwalt 2004,Zambia,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,"ZAMBIA: Southern Prov., Pemba District, 24km South of Pemba",27.31,-16.73,DARC,Zambia,Africa,Afrotropic,No
Glypsus,Glypsus conspicuus,ZIMBABWE: Kariba.,28.85,-16.52,FSCA,Zimbabwe,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,CAMEROON: Dschang,10.05,5.44,Maldès & Pluot-Sigwalt 2004,Cameroon,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,CHAD: Bébédjia ,16.57,8.67,Maldès & Pluot-Sigwalt 2004,Chad,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,IVORY COAST: Bouaké ,-5.03,7.69,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,IVORY COAST: Lamto ,-5.03,6.22,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,MALI: Bamako,-8,12.65,Maldès & Pluot-Sigwalt 2004,Mali,Africa,Afrotropic,No
Glypsus,Glypsus erubescens,MALI: Kogoni,-6.02,14.73,Maldès & Pluot-Sigwalt 2004,Mali,Africa,Afrotropic,No
Glypsus,Glypsus fuscispinus,SOUTH AFRICA,24,-29,Thomas 1994,South Africa,Africa,Afrotropic,Yes
Glypsus,Glypsus fuscispinus,TANZANIA,35,-6,Thomas 1994,Tanzania,Africa,Afrotropic,Yes
Glypsus,Glypsus kuhlgatzi,"BELGIAN CONGO: PNU, Lusinga (760m)",26.5186,0.31,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,"CAMEROON: Baigom, Bamoun",10.08,4.88,Maldès & Pluot-Sigwalt 2004,Cameroon,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,CAMEROON: Foumbot,10.63,5.5,Maldès & Pluot-Sigwalt 2004,Cameroon,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,CENTRAL AFRICAN REPUBLIC: Boukoko,17.91,3.9,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,CENTRAL AFRICAN REPUBLIC: Maboké,17.84,3.83,Maldès & Pluot-Sigwalt 2004,Central African Republic,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,DEMOCRATIC REPUBLIC OF THE CONGO: Bambesa,25.71,3.46,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,DEMOCRATIC REPUBLIC OF THE CONGO: Dungu ,28.5657,3.603,RMCA,Democratic Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,DEMOCRATIC REPUBLIC OF THE CONGO: Fort-Rousset,15.89,-0.48,Maldès & Pluot-Sigwalt 2004,Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,DEMOCRATIC REPUBLIC OF THE CONGO: Sibiti,13.34,-3.68,Maldès & Pluot-Sigwalt 2004,Republic of the Congo,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,"ETHIOPIA: Chora, Ilubabor",35.74,8.35,Maldès & Pluot-Sigwalt 2004,Ethiopia,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,"GUINEA: Mont Nimba, 750m",-8.41,7.61,Maldès & Pluot-Sigwalt 2004,Côte d'Ivoire,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,GUINEA: Nimba Kéoulenta,-8.6,7.9,Maldès & Pluot-Sigwalt 2004,Guinea,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,GUINEA: Tamara,-13.815,9.4931,Maldès & Pluot-Sigwalt 2004,Guinea,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,"KENYA: Mont Kenya, 1800m",37.3,-0.15,Maldès & Pluot-Sigwalt 2004,Kenya,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,TANZANIA: Kilimanjaro ,37.35,-3.07,Maldès & Pluot-Sigwalt 2004,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus kuhlgatzi,"TANZANIA: Kilimanjaro, Kibonoto.",37.8,-4.13,NHRS,Tanzania,Africa,Afrotropic,No
Glypsus,Glypsus nigripes,MADAGASCAR,47,-20,Thomas 1994,Madagascar,Africa,Afrotropic,Yes
Glypsus,Glypsus sparsus,SIERRA LEONE,-11.5,8.5,Thomas 1994,Sierra Leone,Africa,Afrotropic,Yes
Glypsus,Glypsus truculentus,MADAGASCAR: Ambatolampy,47.41,-19.38,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus truculentus,MADAGASCAR: Antananarivo,47.53,-18.91,Cachan 1952; Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus truculentus,MADAGASCAR: Fort-Dauphin,46.97,-25.01,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus truculentus,MADAGASCAR: Mandaratsy,47.19,-21.58,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus truculentus,MADAGASCAR: Manjakandriana,47.8,-18.91,Maldès & Pluot-Sigwalt 2004,Madagascar,Africa,Afrotropic,No
Glypsus,Glypsus vigil,GUINEA: Mus. Hauschild,-10.66,10.83,ZMUC,Guinea,Africa,Afrotropic,No
Hemallia,Hemallia signitenens,"MADAGASCAR: Tamatava, et foréts d'Alahkato, Edouard Perrot",49.4,-18.14,MNHN,Madagascar,Africa,Afrotropic,No
Hemallia,Hemallia signitenens,MAURITIUS,57.58,-20.3,Thomas 1994,Mauritius,Africa,Afrotropic,Yes
Heteroscelis,Heteroscelis bimaculata,ARGENTINA: Jujuy,-66,-23,Sampaio et al 2023,Argentina,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,BOLIVIA: Chirca (Holotype H. denieri),-67.5833,-16.3833,MLPA,Bolivia,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,BOLIVIA: Coroico (Holotype H. durionei),-67.7333,-16.1833,MLPA,Bolivia,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,"BRAZIL: Rio de Janeiro, Itatiaia, 700m",-44.5762,-22.4109,CEIOC,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,"BRAZIL: Rio de Janeiro, Petrópolis",-43.18,-22.512,Sampaio et al 2023,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,"ECUADOR: Napo, Tiputini Biodiversity Station, 216m.",-76.1495,-0.6379,USNM,Ecuador,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,FRENCH GUIANA: Regina,-52.12,4.31,Lupoli 2019,French Guiana,South America,Neotropic,No
Heteroscelis,Heteroscelis bimaculata,"PERU: Cuzco, Pilcopata",-69.2772,-14.1326,UFRG,Peru,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"BRAZIL: Mato Grosso do Sul, Bonito, Praia da Figueira. ",-56.53,-21.25,DZUP,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"COLOMBIA: Antioquia, Santa Fé de Antioquia, Hacienda Cotové",-75.826,6.5316,UNAB,Colombia,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"COLOMBIA: Sucre, Galeras",-74.97843,9.14786,Sampaio et al 2023,Colombia,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,COSTA RICA: Puntarenas,-84.81245,10.27508,Sampaio et al 2023,Costa Rica,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,EL SALVADOR: Guazapa,-89.17,13.87,Lupoli 2019,El Salvador,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,FRENCH GUIANA: Cayenne,-52.33,4.93,Lupoli 2019,French Guiana,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,FRENCH GUIANA: Kourou,-52.64,5.16,Lupoli 2019,French Guiana,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,HONDURAS: La Lima,-87.81,15.43,Arismendi & Thomas 2003,Honduras,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO:  Veracruz, Atoyac",-96.8,18.93,Ortega León 1997,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO: Chiapas, Simojovel",-92.67,17.14,Ortega León 1997,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO: Tabasco, Teapa",-92.95,17.6,Ortega León 1997,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO: Veracruz, Los Tuxtlas",-95,18.47,Brailovsky and Mayorga 1994,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO: Veracruz, Puente Nacional",-96.464912,19.34434,Sampaio et al 2023,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"MEXICO: Veracruz, San Andres Truxtla",-95.21,18.44,Ortega León 1997,México,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"PANAMA: Panama, Canal Zone, Madden Forest, 8.I.1971 H. Stockwell",-79.37,9.05,STRI,Panama,North America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"VENEZUELA: Falcon, Las dos Bocas.",-69.4122,11.3012,UFRG,Venezuela,South America,Neotropic,No
Heteroscelis,Heteroscelis lepida,"VENEZUELA: Falcon, Miranda",-69.67958,11.41002,Sampaio et al 2023,Venezuela,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Amazonas, Manaus. ",-60.02,-3.11,INPA,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Espírito Santo, Santa Teresa",-40.59,-19.93,DZUP,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Mato Grosso, Chapada dos Guimarães. ",-55.75,-15.46,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Pará, Marituba. ",-48.34,-1.36,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Pará, Peixe-Boi. ",-47.32,-1.19,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Rio Grande do Sul, Salvador do Sul",-51.51,-29.44,MCTP,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"BRAZIL: Roraima, Boa Vista.",-60.67,2.82,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis robustus,"COLOMBIA:  Meta, San Martín, Reserva Natural El Caduceo",-73.6594,3.6713,MPUJ,Colombia,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"ARGENTINA: Missiones, Santa Maria",-55.40529,-27.93454,Sampaio et al 2023,Argentina,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"BOLIVIA, Cochabamba, Yungas del Palmar",-65.5,-17.13333,Sampaio et al 2023,Bolivia,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"BOLIVIA: Cochabamba, Chapare, 07.IX.1951 Dirings",-65.7192,-16.8092,MACN,Bolivia,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL Ceplac Km 31 Est. Am 010 BR. ,-59.9576,-2.8905,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Amapá. Serra do Navio.,-52.2819,1.658,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Amazonas Br 174: Km 41 Agricultura Geológica ,-60.0466,-2.677,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"BRAZIL: Amazonas, Itacoatiara",-58.4418,-3.1373,Sampaio et al 2023,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Amazonas. Manaus.,-60.02,-3.11,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Amazonas. Novo Airão. Anavilhas Jungle Lodge.,-60.91,-2.64,DZUP,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Amazonas. Serra dos Porcos. ,-69.3666,0.4166,INPA,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Belém Mocambo,-48.4602,-1.273,UFRG,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"BRAZIL: Espírito Santo, São Gabriel de Palha",-40.51455,-18.90684,Sampaio et al 2023,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,BRAZIL: Espírito Santo. Conceição da Barra.,-39.84,-18.45,DZUP,Brazil,South America,Neotropic,No
Heteroscelis,Heteroscelis servillii,"BRAZIL: Mato Grosso do Sul. Bonito, Praia da Figueira. ",-56.5005,-21.2972,DZUP,Brazil,South America,Neotropic,No
